HPO ID	English term	Italian term
HP:0010165	Enlarged epiphyses of the toes	epifisi allargata delle dita del piede
HP:0010166	Fragmentation of the epiphyses of the toes	frammentazione delle epifisi delle dita del piede
HP:0010167	Irregular epiphyses of the toes	irregolarità delle epifisi delle dita del piede
HP:0010168	Ivory epiphyses of the toes	epifisi ad avorio delle dita del piede
HP:0010169	Pseudoepiphyses of the toes	pseudoepifisi delle dita del piede
HP:0010170	Small epiphyses of the toes	epifisi piccola delle dita del piede
HP:0010171	Epiphyseal stippling of toe phalanges	punteggiatura epifisi delle falangi del dito del piede
HP:0010172	Triangular epiphyses of the toes	epifisi triangolare delle dita del piede
HP:0010173	Aplasia/Hypoplasia of the phalanges of the toes	aplasia/ipoplasia delle falangi delle dita del piede
HP:0010174	Broad phalanx of the toes	falange ampia delle dita del piede
HP:0010175	Bullet-shaped phalanges of the toes	falangi delle dita del piede a forma di proiettile
HP:0010176	Curved phalanges of the toes	curvo delle falangi delle dita del piede
HP:0010177	Osteolytic defects of the phalanges of the toes	difetti osteolitici delle falangi delle dita del piede
HP:0010178	Patchy sclerosis of the phalanges of the toes	sclerosi irregolare delle falangi delle dita del piede
HP:0010179	Symphalangism affecting the phalanges of the toes	sinfalangismo che interessano le falangi delle dita del piede
HP:0010180	Triangular shaped phalanges of the toes	falangi delle dita del piede a forma triangolare
HP:0010181	Duplication of phalanx of toe	duplicazione della falange dell'alluce
HP:0010182	Abnormality of the distal phalanges of the toes	anomalia delle falangi distali delle dita del piede
HP:0010183	Abnormality of the middle phalanges of the toes	anomalia delle falangi delle dita del piede
HP:0010184	Abnormality of the proximal phalanges of the toes	anomalia delle falangi prossimali delle dita del piede
HP:0010185	Aplasia/Hypoplasia of the distal phalanges of the toes	aplasia/ipoplasia delle falangi distali delle dita del piede
HP:0010186	Broad distal phalanx of the toes	falange ampia distale delle dita del piede
HP:0010187	Bullet-shaped distal phalanges of the toes	falangi distali delle dita del piede a forma di proiettile
HP:0010188	Curved distal phalanges of the toes	curvo delle falangi distali delle dita del piede
HP:0010189	Osteolytic defects of the distal phalanges of the toes	difetti osteolitici delle falangi distali delle dita del piede
HP:0010190	Patchy sclerosis of the distal phalanges of the toes	sclerosi irregolare delle falangi distali delle dita del piede
HP:0010191	Symphalangism affecting the distal phalanges of the toes	sinfalangismo che interessano le falangi distali delle dita del piede
HP:0010192	Triangular shaped distal phalanges of the toes	falangi distali delle dita del piede a forma triangolare
HP:0010193	Duplication of distal phalanx of toe	duplicazione della falange distale dell'alluce
HP:0010194	Aplasia/Hypoplasia of the middle phalanges of the toes	aplasia/ipoplasia delle falangi delle dita del piede
HP:0010195	Broad middle phalanges of the toes	ampie falangi delle dita del piede
HP:0010196	Bullet-shaped middle phalanges of the toes	falangi delle dita del piede a forma di proiettile
HP:0010197	Curved middle phalanges of the toes	falangi curve delle dita del piede
HP:0010198	Osteolytic defects of the middle phalanges of the toes	difetti osteolitici delle falangi delle dita del piede
HP:0010199	Patchy sclerosis of the middle phalanges of the toes	sclerosi irregolare delle falangi delle dita del piede
HP:0010200	Symphalangism affecting the middle phalanges of the toes	sinfalangismo che interessano le falangi delle dita del piede
HP:0010201	Triangular shaped middle phalanges of the toes	falangi delle dita del piede a forma triangolare
HP:0010202	Duplication of middle phalanx of toe	duplicazione della falange media del dito del piede
HP:0010203	Aplasia/Hypoplasia of the proximal phalanges of the toes	aplasia/ipoplasia delle falangi prossimali delle dita del piede
HP:0010204	Broad proximal phalanges of the toes	ampie falangi prossimali delle dita del piede
HP:0010205	Bullet-shaped proximal phalanges of the toes	falangi prossimale delle dita del piede a forma di proiettile
HP:0010206	Curved proximal phalanges of the toes	curva prossimale delle falangi delle dita del piede
HP:0010207	Osteolytic defects of the proximal phalanges of the toes	difetti osteolitici delle falangi prossimali delle dita del piede
HP:0010208	Patchy sclerosis of the proximal phalanges of the toes	sclerosi irregolare delle falangi prossimali delle dita del piede
HP:0010209	Symphalangism affecting the proximal phalanges of the toes	sinfalangismo che interessano le falangi prossimali delle dita del piede
HP:0010210	Triangular shaped proximal phalanges of the toes	triangolare a forma prossimale delle falangi delle dita del piede
HP:0010211	Duplication of proximal phalanx of toe	duplicazione della falange prossimale dell'alluce
HP:0010212	Flexion contracture of the hallux	contrattura in flessione dell'alluce
HP:0010213	Contractures of the tarsometatarsal joint of the hallux	contratture dell'articolazione tarso-alluce
HP:0010214	Contractures of the interphalangeal joint of the hallux	contratture dell'articolazione interfalangea dell'alluce
HP:0010215	Contractures of the metatarsophalangeal joint of the hallux	contratture dei metatarso-falangea dell'alluce
HP:0010219	Structural foot deformity	deformità strutturale del piede
HP:0010220	Abnormality of the epiphysis of the 2nd metacarpal	anomalia dell'epifisi del secondo metacarpo
HP:0010221	Pseudoepiphysis of the 2nd metacarpal	pseudoepifisi del secondo metacarpo
HP:0010222	Abnormality of the epiphysis of the 3rd metacarpal	anomalia dell'epifisi del terzo metacarpale
HP:0010223	Pseudoepiphysis of the 3rd metacarpal	pseudoepifisi del terzo metacarpale
HP:0010224	Abnormality of the epiphysis of the 4th metacarpal	anomalia dell'epifisi del quarto metacarpo
HP:0010225	Pseudoepiphysis of the 4th metacarpal	pseudoepifisi del quarto metacarpo
HP:0010226	Abnormality of the epiphysis of the 5th metacarpal	anomalia dell'epifisi del quinto metacarpo
HP:0010227	Pseudoepiphysis of the 5th metacarpal	pseudoepifisi del quinto metacarpo
HP:0010228	Absent epiphyses of the phalanges of the hand	assenza delle epifisi delle falangi della mano
HP:0010229	Bracket epiphyses of the phalanges of the hand	epifisi a staffa delle falangi della mano
HP:0010230	Cone-shaped epiphyses of the phalanges of the hand	epifisi a cono delle falangi della mano
HP:0010231	Enlarged epiphyses of the phalanges of the hand	epifisi allargata delle falangi della mano
HP:0010232	Fragmentation of the epiphyses of the phalanges of the hand	frammentazione delle epifisi delle falangi della mano
HP:0010233	Irregular epiphyses of the phalanges of the hand	irregolarità delle epifisi delle falangi della mano
HP:0010234	Ivory epiphyses of the phalanges of the hand	avorio delle epifisi delle falangi della mano
HP:0010235	Pseudoepiphyses of the phalanges of the hand	pseudoepifisi delle falangi della mano
HP:0010236	Small epiphyses of the phalanges of the hand	piccola delle epifisi delle falangi della mano
HP:0010237	Epiphyseal stippling of finger phalanges	punteggiatura epifisi delle falangi del dito
HP:0010238	Triangular epiphyses of the phalanges of the hand	triangolare delle epifisi delle falangi della mano
HP:0010239	Aplasia of the middle phalanx of the hand	aplasia della falange media della mano
HP:0010241	Short proximal phalanx of finger	falange prossimale del dito breve
HP:0010242	Aplasia of the proximal phalanges of the hand	aplasia delle falangi prossimali della mano
HP:0010243	Abnormality of the epiphyses of the distal phalanx of finger	anomalia delle epifisi delle falangi distali delle dita
HP:0010244	Abnormality of the epiphyses of the middle phalanges of the hand	anomalia delle epifisi delle falangi della mano
HP:0010245	Abnormality of the epiphyses of the proximal phalanges of the hand	anomalia delle epifisi delle falangi prossimali della mano
HP:0010246	Absent epiphyses of the distal phalanges of the hand	assenza delle epifisi delle falangi distali della mano
HP:0010247	Bracket epiphyses of the distal phalanges of the hand	epifisi a staffa delle falangi distali della mano
HP:0010248	Cone-shaped epiphyses of the distal phalanges of the hand	a cono epifisi delle falangi distali della mano
HP:0010249	Enlarged epiphyses of the distal phalanges of the hand	epifisi allargata delle falangi distali della mano
HP:0010250	Fragmentation of the epiphyses of the distal phalanges of the hand	frammentazione delle epifisi delle falangi distali della mano
HP:0010251	Irregular epiphyses of the distal phalanges of the hand	irregolarità delle epifisi delle falangi distali della mano
HP:0010252	Ivory epiphyses of the distal phalanges of the hand	avorio delle epifisi delle falangi distali della mano
HP:0010253	Pseudoepiphyses of the distal phalanges of the hand	pseudoepifisi delle falangi distali della mano
HP:0010254	Small epiphyses of the distal phalanges of the hand	epifisi piccole delle falangi distali della mano
HP:0010255	Stippling of the epiphyses of the distal phalanges of the hand	punteggiatura delle epifisi delle falangi distali della mano
HP:0010256	Triangular epiphyses of the distal phalanges of the hand	triangolare delle epifisi delle falangi distali della mano
HP:0010257	Absent epiphyses of the middle phalanges of the hand	assenza delle epifisi delle falangi della mano
HP:0010258	Bracket epiphyses of the middle phalanges of the hand	epifisi a staffa delle falangi della mano
HP:0010259	Cone-shaped epiphyses of the middle phalanges of the hand	a cono epifisi delle falangi della mano
HP:0010260	Enlarged epiphyses of the middle phalanges of the hand	epifisi allargata delle falangi della mano
HP:0010261	Fragmentation of the epiphyses of the middle phalanges of the hand	frammentazione delle epifisi delle falangi della mano
HP:0010262	Irregular epiphyses of the middle phalanges of the hand	irregolarità delle epifisi delle falangi della mano
HP:0010263	Ivory epiphyses of the middle phalanges of the hand	avorio delle epifisi delle falangi della mano
HP:0010264	Pseudoepiphyses of the middle phalanges of the hand	pseudoepifisi delle falangi della mano
HP:0010265	Small epiphyses of the middle phalanges of the hand	piccola delle epifisi delle falangi della mano
HP:0010266	Stippling of the epiphyses of the middle phalanges of the hand	punteggiatura delle epifisi delle falangi della mano
HP:0010267	Triangular epiphyses of the middle phalanges of the hand	triangolare delle epifisi delle falangi della mano
HP:0010268	Absent epiphyses of the proximal phalanges of the hand	assenza delle epifisi delle falangi prossimali della mano
HP:0010269	Bracket epiphyses of the proximal phalanges of the hand	epifisi a staffa delle falangi prossimali della mano
HP:0010270	Cone-shaped epiphyses of the proximal phalanges of the hand	epifisi a cono delle falangi prossimali della mano
HP:0010271	Enlarged epiphyses of the proximal phalanges of the hand	epifisi allargata delle falangi prossimali della mano
HP:0010272	Fragmentation of the epiphyses of the proximal phalanges of the hand	frammentazione delle epifisi delle falangi prossimali della mano
HP:0010273	Irregular epiphyses of the proximal phalanges of the hand	irregolarità delle epifisi delle falangi prossimali della mano
HP:0010274	Ivory epiphyses of the proximal phalanges of the hand	avorio delle epifisi delle falangi prossimali della mano
HP:0010275	Pseudoepiphyses of the proximal phalanges of the hand	pseudoepifisi delle falangi prossimali della mano
HP:0010276	Small epiphyses of the proximal phalanges of the hand	piccola delle epifisi delle falangi prossimali della mano
HP:0010277	Stippling of the epiphyses of the proximal phalanges of the hand	punteggiatura delle epifisi delle falangi prossimali della mano
HP:0010278	Triangular epiphyses of the proximal phalanges of the hand	triangolare delle epifisi delle falangi prossimali della mano
HP:0010279	Hyperplasia of the maxilla	iperplasia della mascella superiore
HP:0010280	Stomatitis	stomatite
HP:0010281	Cleft lower lip	schisi al labbro inferiore
HP:0010282	Thin lower lip vermilion	sottile inferiore vermiglio del labbro
HP:0010284	Intra-oral hyperpigmentation	iperpigmentazione intra-orale
HP:0010285	Oral synechia	sinechia orale
HP:0010286	Abnormality of the salivary glands	anomalia delle ghiandole salivari
HP:0010287	Abnormality of the submandibular glands	anomalia delle ghiandole sottomandibolari
HP:0010288	Abnormality of the sublingual glands	anomalia delle ghiandole sublinguali
HP:0010289	Alveolar ridge cleft	schisi alla cresta alveolare
HP:0010290	Short hard palate	palato duro corto
HP:0010291	Prominent palatine ridges	creste palatine prominenti
HP:0010292	Absent uvula	ugola assente
HP:0010293	Aplasia/Hypoplasia of the uvula	aplasia/ipoplasia del uvula
HP:0010294	Palate fistula	fistola del palato
HP:0010295	Aplasia/Hypoplasia of the tongue	aplasia/ipoplasia della lingua
